STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  251,20141119,  111,   20,   23,   40,    1,    0,   21,   70,    1,   69,   14,   20,   92,   13,  -11,   24,   17,   20,  246,    0,    0,    0,    1,10220,10266,   23,10164,    1,    6,   20,   63,   14,     ,   91,   99,   20,   82,   12,    3
  251,20141120,  133,   25,   29,   50,   19,   10,    3,   80,   20,   62,   23,    5,   80,   13,   -8,   18,   13,   15,  201,    0,    0,    0,    1,10275,10282,   10,10268,    1,    1,    4,   59,   21,     ,   93,   99,    3,   85,   21,    3
  251,20141121,  111,   61,   63,   90,   19,   30,    4,  120,   19,   51,   30,    4,   66,   13,   19,    6,   70,   84,  449,    0,    0,    0,    1,10236,10266,    1,10200,   24,   33,    3,   62,   11,     ,   89,   94,    3,   84,   11,    6
  251,20141122,  138,   58,   63,   90,    5,   30,   23,  110,    1,   67,   45,    5,   88,   22,   43,    6,    0,    0,  158,   11,    8,    4,    8,10172,10197,    1,10158,   13,   44,   23,   59,    1,     ,   91,   96,   23,   88,    1,    2
  251,20141123,  187,   16,   46,   80,   20,   10,    1,  130,   20,   91,   67,    3,  106,   19,   57,    6,   14,   17,  271,   68,   84,   20,   23,10150,10173,    2,10121,   18,   25,    5,   65,   24,     ,   94,   98,    5,   87,   24,    4
  251,20141124,  286,   50,   51,   70,    4,   10,   23,  130,    3,   81,   19,   24,  114,   13,   -8,   24,   43,   52,  325,   24,   34,   20,    2,10231,10270,   23,10164,    1,   50,   23,   75,    4,     ,   80,   98,   24,   70,    4,    5
  251,20141125,  102,   22,   30,   80,   23,    0,    4,  110,   23,   51,    9,    5,   87,   13,   -9,    6,   19,   23,  248,    0,   -1,   -1,   17,10253,10269,    8,10217,   24,    2,    6,   69,   12,     ,   97,   99,    2,   90,   12,    3
  251,20141126,  113,   84,   85,  100,   10,   70,   21,  140,    4,   45,   38,    8,   53,    1,   34,   12,   34,   42,  279,    0,   -1,   -1,   23,10159,10209,    1,10112,   24,   23,   24,   59,    9,     ,   88,   95,    1,   84,   14,    3
  251,20141127,  117,   74,   75,   80,    1,   70,    8,  110,    1,   51,   42,   23,   62,   11,   41,   24,    0,    0,   98,   60,   43,   14,   21,10086,10104,    1,10075,   14,   23,    4,   56,    9,     ,   92,   97,    4,   90,    9,    1
  251,20141128,  101,   96,   97,  120,   17,   80,    1,  160,   17,   38,   26,   24,   52,   13,   21,   24,   17,   21,  254,     ,     ,     ,     ,10115,10151,   23,10085,    1,   50,    6,   57,   14,     ,   86,   90,    1,   82,   20,    3
  251,20141129,  104,   77,   78,  100,    1,   60,    9,  140,    1,   18,   10,   23,   27,    1,    9,   12,     ,     ,  266,    0,    0,    0,    1,10164,10176,    9,10149,    3,   29,   21,   50,    1,     ,   89,   92,   21,   85,    1,    3
  257,20141115,     ,     ,     ,     ,     ,     ,     ,     ,     ,  100,   82,   22,  112,   20,   71,   24,    0,    0,   67,   81,   93,   34,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   95,  100,    6,   79,   20,    1
  257,20141116,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   75,    4,  100,   12,   67,    6,    0,    0,   90,  172,  114,   14,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   96,   99,    5,   92,   11,    1
  257,20141117,     ,     ,     ,     ,     ,     ,     ,     ,     ,   94,   76,    5,  123,   12,   64,   24,   13,   15,  271,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   98,    4,   75,   12,    4
  257,20141118,     ,     ,     ,     ,     ,     ,     ,     ,     ,   78,   73,    9,   83,    1,   72,   18,    0,    0,  101,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   97,    1,   87,   18,    1
  257,20141119,     ,     ,     ,     ,     ,     ,     ,     ,     ,   79,   72,   24,   84,    3,   69,   24,    0,    0,   61,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,   95,    5,   88,    9,    1
  257,20141120,     ,     ,     ,     ,     ,     ,     ,     ,     ,   70,   61,   22,   82,   13,   60,   24,    0,    0,  155,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   97,    2,   82,   10,    2
  257,20141121,     ,     ,     ,     ,     ,     ,     ,     ,     ,   60,   35,    8,   80,   14,   27,   12,   70,   83,  443,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   93,    7,   76,   14,    6
  257,20141122,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   52,    3,  129,   13,   46,    6,   24,   29,  330,    4,    3,    2,    8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   91,    7,   74,   13,    5
  257,20141123,     ,     ,     ,     ,     ,     ,     ,     ,     ,  112,   88,   23,  138,   12,   83,   24,   35,   42,  318,   62,   49,   12,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   97,    4,   82,   12,    5
  257,20141124,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   14,   22,  113,   12,   -3,   24,   36,   43,  315,   15,   11,    9,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   76,   99,   23,   59,    5,    4
  257,20141125,     ,     ,     ,     ,     ,     ,     ,     ,     ,   57,   13,    8,   89,   13,  -11,   12,   34,   41,  296,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,  100,    9,   81,   13,    4
  257,20141126,     ,     ,     ,     ,     ,     ,     ,     ,     ,   50,   31,    7,   63,   20,   25,   12,    0,    0,  200,   12,   11,    9,   22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   99,   24,   81,   13,    3
  257,20141127,     ,     ,     ,     ,     ,     ,     ,     ,     ,   75,   61,    1,   92,   13,   60,    6,    0,    0,  123,    9,    3,    2,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   95,  100,    4,   85,   15,    2
  257,20141128,     ,     ,     ,     ,     ,     ,     ,     ,     ,   60,   32,   24,   74,   14,   28,   24,    9,   11,  183,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   99,    7,   81,   18,    2
  257,20141129,     ,     ,     ,     ,     ,     ,     ,     ,     ,   29,   17,    7,   51,   14,   10,   12,     ,     ,  343,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   96,   24,   80,   12,    4
  260,20141115,  142,   16,   25,   40,   11,   10,   23,   70,   11,   97,   75,   22,  110,   14,   63,   24,    0,    0,  122,   76,   80,   39,    5,10015,10037,    1, 9992,   13,   22,    2,   64,   16,    8,   94,   97,    1,   90,   10,    2
  260,20141116,  200,   12,   18,   30,   18,   10,    1,   60,   24,   84,   71,    4,   92,   14,   66,    6,    0,    0,   75,  175,  121,   18,    7,10004,10023,    1, 9989,   16,   10,    3,   58,   10,    8,   96,   98,    3,   94,   14,    1
  260,20141117,  106,   27,   30,   50,   11,   10,   23,   90,   11,   95,   81,    3,  123,   13,   75,   24,   35,   40,  387,    3,    1,    1,   21,10048,10086,   22,10004,    1,   29,    1,   75,   11,    7,   87,   95,    1,   70,   13,    6
  260,20141118,   58,   30,   30,   40,    5,   20,    2,   80,    8,   79,   73,    7,   83,    1,   70,    6,    0,    0,   83,    0,   -1,   -1,    9,10116,10149,   23,10085,    2,   38,    9,   58,    1,    8,   90,   95,    2,   87,   17,    1
  260,20141119,   85,   14,   17,   30,   23,   10,    4,   40,    2,   80,   73,   24,   91,   14,   71,   24,    0,    0,  106,    0,   -1,   -1,    1,10215,10264,   24,10154,    1,   28,    7,   65,   14,    8,   89,   95,    6,   81,   14,    1
  260,20141120,  103,   28,   30,   40,   14,   20,    1,   70,   22,   71,   52,   24,   80,   13,   35,   24,    0,    0,  107,    0,    0,    0,    1,10269,10276,   10,10263,   24,   50,    5,   57,    1,    8,   86,   88,    3,   84,   14,    1
  260,20141121,   92,   34,   35,   50,   14,   20,    1,   90,   15,   52,   16,    8,   90,   13,    3,   12,   70,   82,  526,    0,    0,    0,    1,10221,10257,    1,10185,   24,   33,    8,   69,   14,    3,   84,   94,    5,   69,   13,    7
  260,20141122,  147,   33,   34,   50,   11,   20,   23,   70,    8,   83,   45,    3,  118,   16,   37,    6,   43,   51,  375,    0,   -1,   -1,    6,10172,10184,    1,10163,   14,   57,   21,   63,   15,    7,   85,   92,   24,   77,   13,    5
  260,20141123,  159,   19,   29,   40,   11,   10,   20,   80,   22,  106,   80,    8,  135,   14,   72,    6,   50,   59,  394,   30,   18,    7,   24,10158,10178,    2,10134,   17,   19,   21,   67,   13,    6,   89,   97,   23,   79,   13,    6
  260,20141124,  261,   12,   17,   30,    1,   10,    5,   60,   12,   65,    3,   24,  113,   14,  -15,   24,   57,   68,  403,   29,   18,   10,    3,10247,10277,   23,10180,    1,    3,   23,   82,   14,    3,   87,   99,   21,   64,   12,    5
  260,20141125,   85,   30,   31,   50,   15,   10,    1,   80,   14,   41,  -14,    7,   91,   14,  -33,   12,   44,   53,  366,    0,    0,    0,    1,10242,10271,    1,10197,   24,    6,    4,   75,   14,    3,   89,   98,    1,   73,   14,    4
  260,20141126,  111,   43,   46,   60,   11,   30,   24,  100,   11,   49,   24,    6,   64,   17,   18,    6,    0,    0,  208,    5,    1,    1,   23,10144,10191,    1,10103,   24,   24,   23,   63,   16,    8,   86,   95,   23,   77,   11,    3
  260,20141127,  124,   36,   37,   40,    6,   30,    1,   80,   20,   74,   61,    1,   88,   13,   59,    6,    2,    2,  155,   50,   30,    9,   17,10076,10098,    1,10063,   15,   20,   21,   61,   11,    8,   88,   96,   21,   80,   13,    2
  260,20141128,  100,   49,   50,   60,    6,   40,    1,  100,   14,   63,   26,   24,   95,   13,   21,   24,   16,   19,  241,     ,     ,     ,     ,10093,10131,   24,10069,    1,   27,    5,   61,   13,    7,   85,   95,    5,   78,   13,    3
  260,20141129,   97,   43,   44,   50,    1,   30,   19,   80,    1,   28,   11,    7,   49,   12,    4,   12,     ,     ,  384,    0,    0,    0,    1,10149,10161,   20,10130,    1,   24,   24,   57,   10,    5,   87,   94,   24,   79,   12,    5
  267,20141115,  125,   33,   40,   60,   13,   30,    1,   80,   13,   94,   82,   22,  104,   16,   77,   24,    0,    0,  134,   55,   42,   19,    6,     ,     ,     ,     ,     ,   20,    1,   50,   13,    8,   97,   98,    1,   92,   15,    2
  267,20141116,  215,    9,   27,   70,   21,   10,    3,  100,   21,   90,   79,    4,   96,   11,   72,    6,    0,    0,   83,  175,  145,   19,    7,     ,     ,     ,     ,     ,    9,    6,   64,   10,    8,   98,   99,    6,   97,    1,    1
  267,20141117,  105,   43,   45,   60,   12,   30,   16,   80,    2,   93,   74,   19,  117,   13,   68,   18,   45,   52,  416,    0,   -1,   -1,    7,     ,     ,     ,     ,     ,   23,    3,   70,   11,    7,   92,   98,    1,   82,   14,    6
  267,20141118,   66,   39,   41,   60,    5,   20,   16,  110,    5,   73,   54,   19,   85,   15,   47,   24,    2,    2,  195,    0,    0,    0,    1,     ,     ,     ,     ,     ,   21,   19,   58,    1,    7,   94,   98,   19,   87,   13,    3
  267,20141119,  111,   18,   25,   40,   13,   10,    8,   70,   16,   73,   59,    8,   81,    1,   50,   12,    0,    0,  117,    0,    0,    0,    1,     ,     ,     ,     ,     ,   23,    2,   59,   11,    8,   93,   98,    2,   87,   14,    2
  267,20141120,  110,   25,   27,   50,   22,   10,    1,   70,   20,   65,   41,    7,   82,   11,   16,   12,    0,    0,  194,    0,    0,    0,    1,     ,     ,     ,     ,     ,   16,    7,   58,   12,    8,   92,   98,    6,   84,   12,    3
  267,20141121,  101,   45,   45,   60,   14,   30,    3,  100,   19,   45,    8,    6,   71,   14,    0,    6,   61,   72,  426,    0,    0,    0,    1,     ,     ,     ,     ,     ,   17,    5,   64,   11,    4,   90,   98,    5,   81,   13,    5
  267,20141122,  135,   49,   51,   70,   12,   30,   18,  100,    6,   71,   44,    3,   92,   21,   41,    6,   21,   25,  279,    3,    1,    1,    8,     ,     ,     ,     ,     ,   50,   18,   59,   13,    8,   91,   95,   18,   85,   13,    4
  267,20141123,  172,   23,   47,   70,   22,   30,    2,  100,   20,   96,   75,    2,  117,   14,   71,    6,   22,   26,  293,   46,   34,   13,   24,     ,     ,     ,     ,     ,   33,   22,   61,   13,    7,   95,   98,   21,   90,   13,    4
  267,20141124,  267,   34,   36,   60,    5,   10,   22,   90,    3,   74,   30,   22,  105,   12,    0,   24,   47,   57,  398,   21,   14,   11,    2,     ,     ,     ,     ,     ,    2,   22,   70,    4,    4,   89,   99,   22,   81,    6,    5
  267,20141125,   98,   27,   31,   70,   23,   10,    2,  110,   23,   46,    6,    6,   79,   14,   -6,    6,   29,   35,  283,    0,    0,    0,    1,     ,     ,     ,     ,     ,    0,    4,   65,   12,    5,   97,   99,    1,   91,   14,    4
  267,20141126,  110,   61,   62,   80,   11,   50,    2,  120,   11,   44,   27,    8,   54,   19,   22,   12,    0,    0,  250,    8,    4,    2,   21,     ,     ,     ,     ,     ,   25,    2,   60,   13,    6,   89,   96,    2,   82,   18,    3
  267,20141127,  115,   58,   59,   60,    2,   50,    1,   90,    3,   57,   41,   24,   73,   14,   38,   24,    3,    4,  130,   35,   27,   11,   20,     ,     ,     ,     ,     ,   18,    2,   58,   12,    8,   93,   98,    2,   86,   13,    2
  267,20141128,   99,   76,   77,   90,   13,   60,    1,  130,   13,   40,   21,   24,   60,   13,   17,   24,   11,   14,  247,    0,    0,    0,    1,     ,     ,     ,     ,     ,   47,    8,   57,   13,    7,   88,   94,    1,   83,   15,    3
  267,20141129,  104,   58,   59,   80,    2,   50,    7,  120,    1,   17,    8,    8,   32,   13,    3,   12,     ,     ,  302,    0,    0,    0,    1,     ,     ,     ,     ,     ,   28,   22,   50,    1,    4,   90,   94,   24,   87,    1,    3
  269,20141115,  138,   18,   28,   40,   15,   20,    1,   70,   15,   95,   76,   24,  111,   15,   68,   24,    3,    3,  115,   51,   40,   18,    5,10015,10038,    1, 9997,   13,   23,    3,   61,   20,    8,   96,   98,    1,   92,   13,    2
  269,20141116,  225,   13,   23,   40,   18,    0,    2,   60,   18,   85,   70,    2,   95,   13,   64,    6,    0,    0,   64,  179,  166,   25,    6,10001,10022,    1, 9982,   16,    9,    6,   59,   15,    8,   98,  100,    6,   97,   15,    1
  269,20141117,  104,   29,   32,   40,    5,   20,    2,   70,   10,   93,   73,   21,  117,   12,   68,   24,   39,   45,  386,    0,   -1,   -1,   20,10053,10090,   24,10007,    1,   32,    2,   70,   10,    7,   91,   98,    1,   81,   12,    6
  269,20141118,   65,   39,   39,   60,    7,   20,    1,  100,    7,   75,   68,    8,   81,   16,   62,    6,    0,    0,   83,    4,    2,    2,   23,10120,10153,   24,10092,    2,   43,    5,   56,    1,    8,   94,   98,    1,   91,   15,    1
  269,20141119,   75,   20,   23,   30,    1,   10,   21,   50,    1,   72,   67,   20,   79,    1,   65,   24,    0,    0,   64,    4,    1,    1,   11,10217,10265,   24,10156,    1,   24,    6,   57,   14,    8,   96,   98,    3,   91,   21,    1
  269,20141120,  103,   22,   23,   40,   20,   10,    3,   70,   20,   70,   62,   24,   79,   13,   59,   24,    0,    0,  119,    0,    0,    0,    1,10272,10279,   10,10267,   24,   41,    8,   60,   20,    8,   90,   97,    5,   86,   13,    2
  269,20141121,   91,   34,   35,   50,   13,   10,    9,   90,   20,   52,   18,    6,   81,   14,    9,   12,   72,   85,  483,    0,    0,    0,    1,10227,10260,    1,10190,   24,   41,   17,   69,   14,    4,   87,   95,    5,   76,   14,    6
  269,20141122,  137,   24,   27,   40,    1,   10,   17,   70,    1,   76,   41,    5,  114,   14,   33,    6,   18,   21,  283,    0,   -1,   -1,    7,10173,10189,    2,10161,   14,   33,    4,   64,   14,    7,   89,   94,   18,   80,   13,    4
  269,20141123,  181,   16,   33,   60,   23,   20,    2,  100,   23,  105,   84,    8,  138,   12,   72,    6,   47,   56,  357,   32,   21,   10,   23,10156,10178,    2,10132,   19,   35,   21,   68,   12,    6,   91,   98,   23,   81,   13,    5
  269,20141124,  261,   20,   25,   40,    1,   10,   21,   70,    1,   70,   22,   24,  109,   13,    8,   24,   55,   66,  417,   28,   21,    8,    2,10242,10274,   23,10176,    1,    5,   24,   75,   11,    4,   89,  100,   24,   73,   11,    6
  269,20141125,   79,   26,   28,   50,   20,    0,    4,   80,   21,   40,   -5,    6,   80,   12,   -7,   12,   36,   43,  343,    0,    0,    0,    1,10247,10272,    1,10205,   24,    3,    2,   61,   12,    3,   96,  100,    1,   89,   12,    4
  269,20141126,  105,   43,   44,   50,    1,   30,   21,   90,    9,   45,   27,    5,   56,   21,   17,    6,    0,    0,  243,    0,   -1,   -1,   19,10150,10199,    1,10107,   24,   41,   24,   62,   13,    7,   89,   97,   24,   81,   13,    3
  269,20141127,  109,   33,   34,   40,   10,   30,    1,   70,   19,   66,   53,   23,   85,   13,   47,   24,    0,    0,  139,   37,   31,   20,   19,10080,10100,    1,10069,   15,   38,   20,   61,   10,    8,   92,   97,    2,   84,   12,    2
  269,20141128,   90,   53,   53,   70,   18,   30,    1,  110,   15,   50,   20,   24,   72,   14,   11,   24,   12,   15,  221,     ,     ,     ,     ,10102,10141,   24,10074,    1,   38,    6,   59,   15,    7,   88,   97,    6,   83,   15,    3
  269,20141129,   93,   43,   43,   60,    1,   20,   19,   90,    1,   24,   13,    5,   42,   13,    4,   12,   48,   59,  324,    0,    0,    0,    1,10154,10164,   20,10139,    1,   37,   24,   57,    4,    4,   89,   94,   24,   84,   11,    4
  270,20141115,  126,   36,   38,   60,   12,   20,   22,  100,   12,   96,   86,    7,  104,   12,   85,   12,    0,    0,  120,   51,   26,    7,    7,10020,10043,    1, 9996,   14,   33,   23,   59,    2,    8,   95,   98,   22,   92,    2,    2
  270,20141116,  110,   17,   25,   40,   16,   10,    3,   80,   22,   90,   82,    4,  100,   13,   80,   24,    0,    0,   62,  164,  151,   19,    9,10000,10022,    1, 9981,   16,    6,    7,   60,   19,    8,   98,  100,    7,   97,   17,    1
  270,20141117,  104,   36,   37,   50,   13,   30,   15,   80,   12,   91,   70,   24,  117,   13,   66,   24,   29,   34,  306,    0,   -1,   -1,   20,10063,10104,   24,10013,    1,   29,    4,   75,   14,    6,   92,   97,    1,   80,   14,    4
  270,20141118,   72,   40,   41,   70,    6,   10,   21,  110,    6,   71,   41,   18,   89,   14,   28,   18,   16,   19,  239,    0,    0,    0,    1,10131,10159,   24,10106,    1,   21,    4,   58,   12,    7,   95,   98,    4,   86,   13,    3
  270,20141119,   89,   12,   16,   30,    1,    0,   20,   70,    1,   66,   20,   21,   90,   13,   11,   24,    7,    8,  202,    0,    0,    0,    1,10220,10268,   23,10163,    1,    1,   19,   64,   12,    7,   93,  100,   19,   81,   12,    3
  270,20141120,  121,   14,   18,   20,    5,   10,    1,   40,    7,   62,   32,   24,   90,   14,   16,   24,   36,   43,  321,    0,    0,    0,    1,10276,10283,   10,10267,    1,   14,    5,   62,   14,    6,   92,   98,    1,   83,   13,    4
  270,20141121,  101,   35,   36,   60,   24,   20,    1,   90,   13,   37,  -20,    6,   74,   13,  -25,   12,   68,   81,  463,    0,    0,    0,    1,10237,10268,    1,10202,   24,    0,    6,   71,   13,    3,   89,  100,    5,   74,   13,    6
  270,20141122,  139,   40,   42,   60,    1,   20,   16,   90,    1,   69,   39,    4,   93,   24,   34,    6,   23,   28,  292,    3,    2,    2,    8,10175,10196,    1,10161,   14,   56,    4,   62,   14,    8,   89,   93,    4,   82,   13,    4
  270,20141123,  191,   19,   37,   60,   21,   20,    1,  110,   21,  101,   83,    6,  126,   14,   81,    6,   18,   22,  284,   43,   28,   11,   22,10153,10174,    1,10124,   18,   32,   20,   67,   16,    7,   93,   97,    5,   86,   14,    4
  270,20141124,  270,   29,   31,   50,   12,   10,   24,   90,   13,   71,   21,   24,  109,   13,    1,   24,   53,   64,  374,   30,   29,   13,    2,10232,10271,   23,10164,    1,   50,   24,   75,   11,    4,   87,   98,   24,   74,   12,    5
  270,20141125,  114,   18,   23,   60,   22,   10,    1,  100,   22,   51,    8,    5,   95,   13,   -1,    6,   50,   61,  321,    0,    0,    0,    1,10254,10270,    8,10219,   24,    2,    5,   70,   11,    7,   95,  100,    2,   84,   13,    4
  270,20141126,  115,   56,   56,   70,    4,   40,    2,  120,    9,   44,   37,    3,   54,   13,   31,    6,   22,   27,  256,    0,   -1,   -1,   22,10161,10211,    1,10114,   24,   50,    1,   62,   12,    8,   86,   95,    2,   81,   13,    3
  270,20141127,  120,   50,   51,   60,    1,   40,   12,  100,    3,   50,   39,   23,   60,   13,   38,   24,    5,    6,  108,   27,   16,   10,   21,10088,10107,    1,10078,   15,   47,    2,   58,   11,    8,   90,   95,    2,   86,   12,    1
  270,20141128,  106,   64,   64,   80,   17,   60,    1,  130,   17,   37,   22,   24,   54,   13,   16,   24,    7,    9,  219,     ,     ,     ,     ,10117,10151,   24,10088,    1,   56,    6,   59,   13,    6,   83,   88,    1,   79,   13,    3
  270,20141129,  110,   48,   48,   60,    1,   40,    6,  110,    2,   15,    8,    7,   23,    1,    2,   12,   15,   19,  197,    0,    0,    0,    1,10165,10178,   10,10151,    1,   37,   21,   56,    1,    6,   88,   91,   24,   84,    1,    2
  273,20141115,  119,   31,   36,   50,    9,   10,   24,   90,   13,   95,   79,   24,  104,   12,   65,   24,    0,    0,  128,   33,   12,    6,    6,     ,     ,     ,     ,     ,   36,   23,   57,    5,     ,   96,   98,    1,   92,   11,    2
  273,20141116,  206,    8,   20,   40,   20,    0,    3,   60,   20,   87,   73,    2,   97,   14,   65,    6,    0,    0,   63,  181,  163,   17,   12,     ,     ,     ,     ,     ,   11,    7,   58,   16,     ,   98,   98,    1,   97,   23,    1
  273,20141117,  101,   38,   40,   50,   11,   30,   17,   80,   13,   91,   72,   18,  120,   13,   59,   18,   37,   43,  370,   11,    3,    2,   20,     ,     ,     ,     ,     ,   28,    1,   75,   13,     ,   92,   98,    1,   80,   13,    5
  273,20141118,   67,   38,   39,   60,    4,   10,   22,  100,    7,   76,   65,    7,   84,   14,   65,    6,    0,    0,  118,    0,   -1,   -1,   23,     ,     ,     ,     ,     ,   33,   23,   58,    1,     ,   93,   96,    3,   88,   14,    2
  273,20141119,   85,   12,   18,   30,    3,    0,   21,   50,    3,   73,   68,   18,   83,    1,   67,   18,    0,    0,   72,    0,    0,    0,    1,     ,     ,     ,     ,     ,   35,    2,   61,   10,     ,   92,   97,    2,   87,   10,    1
  273,20141120,  110,   21,   23,   40,   18,    0,    3,   70,   20,   69,   54,   24,   83,   11,   52,   24,    0,    0,  110,    0,    0,    0,    1,     ,     ,     ,     ,     ,   24,    7,   59,   11,     ,   91,   98,    4,   84,   11,    1
  273,20141121,   97,   39,   40,   60,   22,   20,    3,   80,   19,   46,   12,    5,   76,   14,    0,    6,   70,   83,  464,    0,    0,    0,    1,     ,     ,     ,     ,     ,   19,    4,   66,   12,     ,   90,   98,    4,   82,   11,    6
  273,20141122,  129,   38,   39,   50,    1,   20,   17,   80,    1,   71,   41,    3,   96,   14,   38,    6,   24,   29,  281,    5,    1,    1,    9,     ,     ,     ,     ,     ,   57,    3,   61,   14,     ,   90,   94,   18,   84,   13,    4
  273,20141123,  164,   21,   35,   50,   22,   20,    2,   80,   22,  104,   79,    2,  135,   13,   73,    6,   51,   61,  348,   26,   10,    5,   23,     ,     ,     ,     ,     ,   23,   21,   69,   13,     ,   91,   98,   22,   81,   12,    5
  273,20141124,  260,   25,   28,   40,    1,   20,    7,   70,    1,   76,   34,   24,  113,   13,   11,   24,   62,   75,  426,   30,   22,   10,    3,     ,     ,     ,     ,     ,   37,   24,   75,   11,     ,   89,   98,   23,   71,   12,    6
  273,20141125,   91,   23,   28,   60,   21,   10,    2,  100,   21,   46,    5,    8,   78,   14,   -6,   12,   24,   29,  290,    0,    0,    0,    1,     ,     ,     ,     ,     ,    2,    8,   61,   11,     ,   96,  100,    2,   93,   11,    4
  273,20141126,  106,   55,   55,   70,    3,   50,    1,  110,   10,   46,   31,    8,   56,   15,   27,   12,   16,   19,  271,    7,    1,    1,   23,     ,     ,     ,     ,     ,   45,    1,   62,   19,     ,   87,   94,    1,   81,   17,    3
  273,20141127,  110,   53,   54,   60,    2,   50,    1,   90,   22,   56,   46,    1,   74,   14,   44,   24,    0,    0,  154,   33,   26,   15,   20,     ,     ,     ,     ,     ,   45,   19,   60,   12,     ,   91,   95,   19,   84,   13,    2
  273,20141128,  100,   73,   73,   90,   13,   50,    2,  130,   13,   39,   21,   23,   56,   13,   17,   24,    5,    6,  212,    0,    0,    0,    1,     ,     ,     ,     ,     ,   50,    7,   58,   12,     ,   88,   92,    7,   83,   14,    3
  273,20141129,  102,   58,   59,   80,    3,   40,   22,  120,    3,   19,   12,    7,   27,   12,    8,   12,   22,   27,  241,    0,    0,    0,    1,     ,     ,     ,     ,     ,   33,   24,   50,    1,     ,   90,   94,   22,   87,   13,    3
  275,20141115,  145,   20,   28,   40,   10,   10,   24,   80,   14,   96,   84,   23,  110,   14,   80,   24,    0,    0,  154,   41,   17,    7,    5,10018,10040,    1, 9999,   13,   10,   24,   59,   11,    8,   95,   98,    1,   89,   11,    2
  275,20141116,  206,   14,   21,   40,   24,    0,    2,   60,   19,   82,   77,    7,   88,   14,   77,   12,    0,    0,   75,  155,  117,   15,    6,10004,10022,    1, 9988,   16,    3,    6,   47,   15,    8,   98,   99,    2,   98,    1,    1
  275,20141117,  113,   31,   34,   50,   10,   20,   16,   80,   13,   92,   76,    2,  123,   13,   72,    6,   55,   63,  465,    3,    1,    1,   19,10052,10086,   21,10009,    1,   50,    1,   75,   13,    6,   91,   98,    1,   74,   13,    7
  275,20141118,   54,   35,   36,   50,    7,   20,   22,   90,    7,   74,   67,    3,   82,   14,   61,    6,    0,    0,   86,    2,    1,    1,   23,10115,10148,   24,10086,    1,   24,   23,   58,    1,    8,   96,   98,    2,   91,   14,    1
  275,20141119,   62,   13,   15,   30,    2,   10,    5,   50,    2,   72,   66,   23,   79,   13,   66,   24,    0,    0,  103,    4,    1,    1,    8,10215,10263,   22,10152,    1,   22,    2,   61,   13,    8,   95,   98,    1,   89,   12,    1
  275,20141120,   99,   27,   28,   40,    9,   10,    2,   70,   19,   68,   39,   24,   77,   13,   26,   24,    0,    0,  105,    0,    0,    0,    1,10270,10277,   10,10266,    1,   31,    7,   60,   22,    8,   90,   93,    1,   84,   21,    1
  275,20141121,   91,   31,   32,   50,   13,   20,    1,   80,   13,   48,   15,    8,   88,   14,    9,   12,   73,   85,  465,    0,    0,    0,    1,10226,10259,    1,10194,   24,   38,    6,   74,   14,    2,   87,   97,    7,   72,   13,    6
  275,20141122,  132,   28,   29,   50,   10,   20,    3,   70,   10,   75,   32,    6,  122,   14,   26,    6,   47,   55,  384,    0,   -1,   -1,   22,10178,10189,    2,10167,   14,   57,    5,   64,   14,    7,   88,   94,    5,   76,   14,    5
  275,20141123,  164,   20,   30,   50,   23,   20,    1,   90,   23,  106,   78,    7,  138,   13,   73,   12,   56,   66,  404,   14,    5,    4,   24,10161,10181,    2,10136,   19,   40,   24,   74,   12,    5,   88,   98,   24,   75,   12,    6
